第8屆區域立法委員選舉新北市第2選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,民和里,349,13,393,593,8,3,"1,010",21,"1,031",0,"1,031",280,"1,311",78.64
　　,民和里,350,13,334,493,5,9,854,12,866,0,866,230,"1,096",79.01
　　,水湳里,351,9,474,728,4,3,"1,218",18,"1,236",0,"1,236",404,"1,640",75.37
　　,水湳里,352,9,415,729,7,4,"1,164",13,"1,177",0,"1,177",442,"1,619",72.70
　　,水湳里,353,12,575,726,10,5,"1,328",18,"1,346",0,"1,346",382,"1,728",77.89
　　,水湳里,354,9,424,698,9,4,"1,144",11,"1,155",0,"1,155",388,"1,543",74.85
　　,水湳里,355,9,459,649,8,8,"1,133",11,"1,144",0,"1,144",407,"1,551",73.76
　　,水河里,356,9,475,650,4,1,"1,139",14,"1,153",0,"1,153",393,"1,546",74.58
　　,水河里,357,8,419,663,10,4,"1,104",8,"1,112",0,"1,112",419,"1,531",72.63
　　,水河里,358,10,317,515,10,3,855,10,865,0,865,381,"1,246",69.42
　　,水河里,359,11,404,740,11,4,"1,170",20,"1,190",0,"1,190",413,"1,603",74.24
　　,水河里,360,12,411,576,9,4,"1,012",17,"1,029",0,"1,029",349,"1,378",74.67
　　,仁愛里,361,4,407,637,7,0,"1,055",9,"1,064",0,"1,064",307,"1,371",77.61
　　,仁愛里,362,10,387,703,5,9,"1,114",16,"1,130",0,"1,130",365,"1,495",75.59
　　,仁愛里,363,8,428,598,12,4,"1,050",17,"1,067",0,"1,067",357,"1,424",74.93
　　,忠孝里,364,4,313,473,8,1,799,16,815,0,815,287,"1,102",73.96
　　,忠孝里,365,6,221,472,4,3,706,11,717,0,717,205,922,77.77
　　,保佑里,366,11,460,650,6,7,"1,134",15,"1,149",1,"1,150",405,"1,555",73.89
　　,保佑里,367,4,469,672,11,2,"1,158",24,"1,182",0,"1,182",388,"1,570",75.29
　　,保新里,368,7,328,506,3,3,847,10,857,0,857,241,"1,098",78.05
　　,保新里,369,6,327,489,6,3,831,16,847,0,847,268,"1,115",75.96
　三重區,,,341,"15,342","23,723",354,155,"39,915",749,"40,664",1,"40,665","12,103","52,768",77.06
　　,富貴里,370,11,374,610,8,10,"1,013",29,"1,042",0,"1,042",322,"1,364",76.39
　　,富貴里,371,14,630,635,11,5,"1,295",23,"1,318",0,"1,318",376,"1,694",77.80
　　,富貴里,372,5,480,578,12,5,"1,080",26,"1,106",0,"1,106",300,"1,406",78.66
　　,碧華里,373,16,500,642,9,1,"1,168",21,"1,189",0,"1,189",351,"1,540",77.21
　　,碧華里,374,8,644,590,17,2,"1,261",20,"1,281",0,"1,281",352,"1,633",78.44
　　,碧華里,375,11,489,548,13,8,"1,069",13,"1,082",0,"1,082",290,"1,372",78.86
　　,仁華里,376,4,380,524,11,1,920,24,944,0,944,332,"1,276",73.98
　　,仁華里,377,6,397,598,7,3,"1,011",13,"1,024",0,"1,024",290,"1,314",77.93
　　,仁華里,378,7,251,527,12,5,802,14,816,0,816,217,"1,033",78.99
　　,永清里,379,3,393,768,8,6,"1,178",23,"1,201",0,"1,201",382,"1,583",75.87
　　,永清里,380,6,443,764,6,3,"1,222",20,"1,242",0,"1,242",373,"1,615",76.90
　　,永清里,381,9,445,713,7,7,"1,181",23,"1,204",0,"1,204",334,"1,538",78.28
　　,永順里,382,8,342,619,7,2,978,16,994,0,994,346,"1,340",74.18
　　,永順里,383,7,413,684,4,4,"1,112",15,"1,127",0,"1,127",352,"1,479",76.20
　　,永順里,384,10,350,627,10,2,999,18,"1,017",0,"1,017",328,"1,345",75.61
　　,富福里,385,5,258,354,5,3,625,14,639,0,639,211,850,75.18
　　,富福里,386,13,255,466,5,2,741,23,764,0,764,238,"1,002",76.25
　　,慈化里,387,7,330,502,11,3,853,16,869,0,869,261,"1,130",76.90
　　,慈化里,388,7,313,444,1,4,769,21,790,0,790,250,"1,040",75.96
　　,慈惠里,389,5,267,493,3,2,770,18,788,0,788,203,991,79.52
　　,慈惠里,390,4,245,494,5,2,750,14,764,0,764,200,964,79.25
　　,慈愛里,391,6,421,803,16,6,"1,252",20,"1,272",0,"1,272",382,"1,654",76.90
　　,慈愛里,392,11,472,675,10,4,"1,172",25,"1,197",1,"1,198",347,"1,545",77.48
　　,永福里,393,8,336,705,8,3,"1,060",11,"1,071",0,"1,071",281,"1,352",79.22
　　,永福里,394,2,293,597,5,3,900,13,913,0,913,301,"1,214",75.21
　　,永福里,395,13,555,833,11,1,"1,413",15,"1,428",0,"1,428",368,"1,796",79.51
　　,慈生里,396,8,319,426,7,6,766,16,782,0,782,242,"1,024",76.37
　　,慈生里,397,7,314,482,16,4,823,14,837,0,837,210,"1,047",79.94
　　,慈福里,398,11,198,392,9,4,614,16,630,0,630,198,828,76.09
　　,慈福里,399,10,317,524,6,5,862,15,877,0,877,289,"1,166",75.21
　　,慈祐里,400,11,408,667,6,2,"1,094",22,"1,116",0,"1,116",324,"1,440",77.50
　　,慈祐里,401,12,353,575,10,1,951,22,973,0,973,313,"1,286",75.66
　　,慈祐里,402,14,355,594,7,1,971,13,984,0,984,257,"1,241",79.29
　　,富華里,403,9,404,559,16,3,991,20,"1,011",0,"1,011",301,"1,312",77.06
　　,富華里,404,8,416,643,6,5,"1,078",15,"1,093",0,"1,093",345,"1,438",76.01
　　,五華里,405,13,450,877,15,9,"1,364",29,"1,393",0,"1,393",463,"1,856",75.05
　　,五華里,406,12,618,895,14,10,"1,549",37,"1,586",0,"1,586",424,"2,010",78.91
　　,五福里,407,4,296,507,11,5,823,19,842,0,842,260,"1,102",76.41
　　,五福里,408,16,618,789,9,3,"1,435",23,"1,458",0,"1,458",490,"1,948",74.85
