第8屆區域立法委員選舉高雄市第8選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,文德里,"1,420",14,18,2,573,595,"1,202",12,"1,214",0,"1,214",329,"1,543",78.68
　　,文衡里,"1,421",17,13,2,421,391,844,13,857,0,857,259,"1,116",76.79
　　,文衡里,"1,422",10,6,4,503,362,885,10,895,0,895,274,"1,169",76.56
　　,文衡里,"1,423",18,20,1,369,418,826,6,832,0,832,289,"1,121",74.22
　　,文福里,"1,424",16,29,1,526,576,"1,148",13,"1,161",0,"1,161",337,"1,498",77.50
　　,文福里,"1,425",11,15,5,616,619,"1,266",12,"1,278",0,"1,278",381,"1,659",77.03
　　,文福里,"1,426",14,23,2,455,496,990,13,"1,003",0,"1,003",314,"1,317",76.16
　　,文福里,"1,427",21,31,4,602,694,"1,352",23,"1,375",0,"1,375",425,"1,800",76.39
　　,文福里,"1,428",11,26,3,441,446,927,12,939,0,939,282,"1,221",76.90
　　,成功里,"1,429",16,8,1,284,225,534,10,544,0,544,165,709,76.73
　　,縣口里,"1,430",5,5,4,163,168,345,3,348,0,348,95,443,78.56
　　,光明里,"1,431",18,15,7,494,464,998,13,"1,011",0,"1,011",304,"1,315",76.88
　　,和德里,"1,432",8,9,0,293,256,566,13,579,0,579,161,740,78.24
　　,和德里,"1,433",4,13,3,261,293,574,13,587,0,587,194,781,75.16
　　,和興里,"1,434",12,15,3,454,474,958,14,972,0,972,265,"1,237",78.58
　　,和興里,"1,435",14,17,4,512,440,987,16,"1,003",0,"1,003",247,"1,250",80.24
　　,和興里,"1,436",17,11,5,456,459,948,13,961,0,961,288,"1,249",76.94
　　,和興里,"1,437",14,9,5,470,348,846,14,860,0,860,266,"1,126",76.38
　　,南興里,"1,438",17,8,5,380,297,707,11,718,0,718,221,939,76.46
　　,三民里,"1,439",10,9,2,374,374,769,11,780,0,780,220,"1,000",78.00
　　,新興里,"1,440",16,5,4,369,319,713,17,730,0,730,176,906,80.57
　　,新興里,"1,441",3,8,3,230,205,449,10,459,0,459,727,"1,186",38.70
　　,興仁里,"1,442",18,14,4,364,447,847,7,854,0,854,270,"1,124",75.98
　　,興仁里,"1,443",16,18,0,482,488,"1,004",12,"1,016",0,"1,016",313,"1,329",76.45
　　,興仁里,"1,444",14,18,3,490,436,961,18,979,0,979,256,"1,235",79.27
　　,興中里,"1,445",9,9,2,268,259,547,5,552,0,552,166,718,76.88
　　,協和里,"1,446",12,9,11,468,369,869,10,879,0,879,261,"1,140",77.11
　　,協和里,"1,447",11,12,3,348,545,919,1,920,0,920,244,"1,164",79.04
　　,協和里,"1,448",15,14,3,442,592,"1,066",17,"1,083",0,"1,083",341,"1,424",76.05
　　,忠義里,"1,449",7,12,1,356,350,726,4,730,0,730,208,938,77.83
　　,忠義里,"1,450",9,7,7,285,344,652,8,660,0,660,254,914,72.21
　　,忠義里,"1,451",11,9,3,332,419,774,15,789,0,789,246,"1,035",76.23
　　,忠義里,"1,452",13,16,10,578,376,993,14,"1,007",0,"1,007",271,"1,278",78.79
　　,忠孝里,"1,453",6,13,1,465,349,834,13,847,0,847,281,"1,128",75.09
　　,忠孝里,"1,454",5,9,3,341,373,731,5,736,0,736,233,969,75.95
　　,忠孝里,"1,455",13,16,5,348,408,790,12,802,0,802,227,"1,029",77.94
　　,忠孝里,"1,456",22,12,2,481,439,956,15,971,0,971,257,"1,228",79.07
　　,忠孝里,"1,457",5,15,4,369,404,797,6,803,0,803,195,998,80.46
　　,中和里,"1,458",14,16,6,420,365,821,8,829,0,829,229,"1,058",78.36
　　,中和里,"1,459",9,19,4,287,487,806,11,817,0,817,260,"1,077",75.86
　　,中和里,"1,460",13,15,0,385,460,873,10,883,0,883,222,"1,105",79.91
　　,誠正里,"1,461",0,19,0,35,466,520,10,530,0,530,203,733,72.31
　　,誠義里,"1,462",8,13,1,550,550,"1,122",12,"1,134",0,"1,134",298,"1,432",79.19
　　,誠義里,"1,463",10,31,4,545,669,"1,259",15,"1,274",0,"1,274",279,"1,553",82.03
　　,生明里,"1,464",23,27,6,541,829,"1,426",15,"1,441",0,"1,441",367,"1,808",79.70
　　,鎮東里,"1,465",9,16,4,414,397,840,10,850,0,850,296,"1,146",74.17
　　,鎮東里,"1,466",9,9,3,365,346,732,9,741,0,741,254,995,74.47
　　,瑞竹里,"1,467",14,17,3,490,450,974,10,984,0,984,260,"1,244",79.10
　　,瑞竹里,"1,468",10,23,4,410,440,887,14,901,0,901,288,"1,189",75.78
　　,瑞竹里,"1,469",10,21,3,317,526,877,14,891,0,891,279,"1,170",76.15
　　,瑞竹里,"1,470",8,17,5,446,419,895,11,906,0,906,286,"1,192",76.01
　　,瑞興里,"1,471",13,25,5,477,549,"1,069",11,"1,080",0,"1,080",343,"1,423",75.90
　　,瑞興里,"1,472",12,31,3,375,720,"1,141",15,"1,156",0,"1,156",323,"1,479",78.16
　　,瑞興里,"1,473",21,19,6,458,461,965,19,984,0,984,255,"1,239",79.42
　　,東門里,"1,474",9,29,4,488,469,999,13,"1,012",0,"1,012",375,"1,387",72.96
　　,東門里,"1,475",4,29,3,89,832,957,10,967,0,967,253,"1,220",79.26
　　,東門里,"1,476",7,17,2,468,398,892,11,903,0,903,285,"1,188",76.01
　　,東門里,"1,477",11,28,8,417,436,900,9,909,0,909,312,"1,221",74.45
　　,誠德里,"1,478",6,22,4,242,464,738,4,742,0,742,212,954,77.78
　　,誠德里,"1,479",11,34,1,320,465,831,13,844,0,844,234,"1,078",78.29
　　,誠信里,"1,480",1,20,3,188,382,594,6,600,0,600,203,803,74.72
　　,誠信里,"1,481",9,18,3,207,489,726,5,731,0,731,266,997,73.32
　　,誠智里,"1,482",7,16,1,334,557,915,17,932,0,932,329,"1,261",73.91
　　,誠智里,"1,483",4,10,3,382,468,867,12,879,0,879,289,"1,168",75.26
　　,鳳東里,"1,484",17,25,4,597,588,"1,231",13,"1,244",0,"1,244",418,"1,662",74.85
　　,鳳東里,"1,485",11,26,2,715,579,"1,333",19,"1,352",0,"1,352",378,"1,730",78.15
　　,鳳東里,"1,486",18,29,3,551,511,"1,112",10,"1,122",0,"1,122",301,"1,423",78.85
　　,埤頂里,"1,487",11,21,6,489,401,928,9,937,0,937,259,"1,196",78.34
　　,埤頂里,"1,488",23,10,3,502,434,972,14,986,0,986,291,"1,277",77.21
　　,埤頂里,"1,489",13,36,4,414,578,"1,045",6,"1,051",0,"1,051",335,"1,386",75.83
　　,埤頂里,"1,490",14,25,1,427,565,"1,032",10,"1,042",0,"1,042",326,"1,368",76.17
　　,中正里,"1,491",6,64,1,292,555,918,11,929,0,929,282,"1,211",76.71
　　,海光里,"1,492",10,26,1,378,568,983,11,994,0,994,305,"1,299",76.52
　　,海光里,"1,493",3,32,1,90,686,812,9,821,0,821,409,"1,230",66.75
　　,海光里,"1,494",4,49,4,341,469,867,12,879,0,879,296,"1,175",74.81
　　,海風里,"1,495",0,30,0,45,587,662,7,669,0,669,208,877,76.28
　　,海風里,"1,496",2,18,1,31,637,689,5,694,0,694,180,874,79.41
　　,國泰里,"1,497",17,15,5,484,415,936,19,955,0,955,313,"1,268",75.32
　　,國泰里,"1,498",11,13,1,474,442,941,12,953,0,953,328,"1,281",74.40
　　,國泰里,"1,499",4,11,7,491,466,979,6,985,0,985,266,"1,251",78.74
　　,國光里,"1,500",8,16,2,415,367,808,14,822,0,822,270,"1,092",75.27
　　,國光里,"1,501",10,17,0,444,385,856,13,869,0,869,310,"1,179",73.71
　　,國光里,"1,502",7,9,1,363,397,777,10,787,0,787,256,"1,043",75.46
　　,國隆里,"1,503",10,14,4,536,330,894,11,905,0,905,343,"1,248",72.52
　　,國隆里,"1,504",9,11,5,575,379,979,11,990,0,990,318,"1,308",75.69
　　,國富里,"1,505",8,13,1,490,401,913,11,924,0,924,257,"1,181",78.24
　　,國富里,"1,506",11,10,4,404,390,819,13,832,0,832,261,"1,093",76.12
　　,武慶里,"1,507",11,11,4,496,305,827,19,846,0,846,250,"1,096",77.19
　　,武慶里,"1,508",12,6,4,457,357,836,10,846,0,846,270,"1,116",75.81
　　,武漢里,"1,509",11,8,6,378,291,694,7,701,0,701,210,911,76.95
　　,武漢里,"1,510",4,13,6,471,356,850,6,856,0,856,256,"1,112",76.98
　　,武漢里,"1,511",7,11,5,393,347,763,4,767,0,767,224,991,77.40
　　,武漢里,"1,512",8,6,3,497,376,890,12,902,0,902,312,"1,214",74.30
　　,新甲里,"1,513",11,10,2,620,416,"1,059",16,"1,075",0,"1,075",266,"1,341",80.16
　　,新甲里,"1,514",12,14,6,594,352,978,12,990,0,990,326,"1,316",75.23
　　,新武里,"1,515",10,7,2,485,310,814,10,824,0,824,252,"1,076",76.58
　　,新武里,"1,516",11,7,4,478,257,757,13,770,0,770,258,"1,028",74.90
　　,新泰里,"1,517",14,10,0,544,372,940,10,950,0,950,288,"1,238",76.74
　　,新泰里,"1,518",12,14,4,480,445,955,6,961,0,961,260,"1,221",78.71
　　,新泰里,"1,519",4,20,2,422,360,808,14,822,0,822,277,"1,099",74.80
　　,新樂里,"1,520",6,9,2,503,371,891,12,903,0,903,340,"1,243",72.65
　　,新樂里,"1,521",9,5,3,544,384,945,12,957,0,957,299,"1,256",76.19
　　,新樂里,"1,522",9,10,1,490,488,998,10,"1,008",0,"1,008",304,"1,312",76.83
　　,新強里,"1,523",9,7,1,534,377,928,8,936,0,936,280,"1,216",76.97
　　,新強里,"1,524",13,9,1,440,340,803,10,813,0,813,219,"1,032",78.78
　　,新強里,"1,525",8,12,3,506,421,950,8,958,0,958,251,"1,209",79.24
　　,新強里,"1,526",11,7,3,403,452,876,4,880,0,880,213,"1,093",80.51
　　,海洋里,"1,527",6,7,4,515,281,813,17,830,0,830,235,"1,065",77.93
　　,海洋里,"1,528",7,3,3,496,332,841,11,852,0,852,235,"1,087",78.38
　　,海洋里,"1,529",8,7,6,475,536,"1,032",6,"1,038",0,"1,038",266,"1,304",79.60
　　,新富里,"1,530",13,6,7,505,369,900,16,916,0,916,298,"1,214",75.45
　　,新富里,"1,531",13,10,4,596,418,"1,041",8,"1,049",0,"1,049",306,"1,355",77.42
　　,新富里,"1,532",6,18,5,481,474,984,10,994,0,994,348,"1,342",74.07
　　,老爺里,"1,533",7,9,6,608,308,938,15,953,0,953,309,"1,262",75.52
　　,老爺里,"1,534",14,16,4,694,441,"1,169",15,"1,184",0,"1,184",308,"1,492",79.36
　　,老爺里,"1,535",14,10,5,703,392,"1,124",14,"1,138",0,"1,138",345,"1,483",76.74
　　,老爺里,"1,536",17,7,2,526,300,852,15,867,0,867,279,"1,146",75.65
　　,老爺里,"1,537",9,6,4,495,241,755,7,762,0,762,222,984,77.44
　　,中民里,"1,538",8,16,8,585,350,967,8,975,0,975,321,"1,296",75.23
　　,中民里,"1,539",7,10,3,613,342,975,15,990,0,990,355,"1,345",73.61
　　,中民里,"1,540",10,11,7,558,426,"1,012",5,"1,017",0,"1,017",373,"1,390",73.17
　　,中崙里,"1,541",8,10,1,388,325,732,12,744,0,744,245,989,75.23
　　,中崙里,"1,542",15,18,1,455,382,871,14,885,0,885,299,"1,184",74.75
　　,中榮里,"1,543",5,11,2,415,312,745,10,755,0,755,258,"1,013",74.53
　　,中榮里,"1,544",8,17,2,389,277,693,9,702,0,702,230,932,75.32
　　,中榮里,"1,545",9,11,5,350,366,741,9,750,0,750,225,975,76.92
　　,中榮里,"1,546",5,12,1,431,349,798,4,802,0,802,305,"1,107",72.45
　　,過埤里,"1,547",12,12,5,552,380,961,13,974,0,974,306,"1,280",76.09
　　,過埤里,"1,548",7,19,1,479,441,947,10,957,0,957,284,"1,241",77.12
　　,過埤里,"1,549",6,13,5,526,375,925,15,940,0,940,373,"1,313",71.59
　　,過埤里,"1,550",12,13,3,519,393,940,17,957,0,957,291,"1,248",76.68
　　,過埤里,"1,551",5,21,1,467,405,899,9,908,0,908,360,"1,268",71.61
　　,過埤里,"1,552",11,9,3,461,387,871,14,885,2,887,271,"1,158",76.42
　　,過埤里,"1,553",9,17,1,559,414,"1,000",9,"1,009",0,"1,009",333,"1,342",75.19
　　,正義里,"1,554",6,13,2,530,366,917,17,934,1,935,307,"1,242",75.20
　　,正義里,"1,555",7,5,5,542,233,792,3,795,0,795,227,"1,022",77.79
　　,正義里,"1,556",12,8,2,600,269,891,4,895,0,895,244,"1,139",78.58
　　,正義里,"1,557",14,7,6,563,310,900,12,912,0,912,264,"1,176",77.55
　　,正義里,"1,558",11,7,3,502,331,854,9,863,0,863,284,"1,147",75.24
　　,保安里,"1,559",17,9,6,624,462,"1,118",11,"1,129",0,"1,129",255,"1,384",81.58
　　,保安里,"1,560",10,13,6,605,428,"1,062",9,"1,071",0,"1,071",270,"1,341",79.87
　　,保安里,"1,561",4,16,1,616,405,"1,042",10,"1,052",0,"1,052",305,"1,357",77.52
　　,一甲里,"1,562",6,11,2,461,223,703,10,713,0,713,232,945,75.45
　　,一甲里,"1,563",10,9,9,546,263,837,8,845,0,845,312,"1,157",73.03
　　,一甲里,"1,564",5,7,5,495,261,773,9,782,0,782,270,"1,052",74.33
　　,二甲里,"1,565",20,7,3,630,348,"1,008",15,"1,023",0,"1,023",312,"1,335",76.63
　　,二甲里,"1,566",6,13,3,587,445,"1,054",10,"1,064",0,"1,064",299,"1,363",78.06
　　,二甲里,"1,567",6,6,3,619,401,"1,035",11,"1,046",0,"1,046",323,"1,369",76.41
　　,龍成里,"1,568",16,14,4,651,388,"1,073",14,"1,087",0,"1,087",258,"1,345",80.82
　　,龍成里,"1,569",10,10,6,632,345,"1,003",9,"1,012",0,"1,012",347,"1,359",74.47
　　,鎮南里,"1,570",4,8,0,443,332,787,8,795,0,795,240,"1,035",76.81
　　,鎮南里,"1,571",11,9,3,385,271,679,10,689,0,689,216,905,76.13
　　,鎮南里,"1,572",8,10,8,588,435,"1,049",9,"1,058",0,"1,058",387,"1,445",73.22
　　,鎮南里,"1,573",6,5,1,467,276,755,14,769,0,769,230,999,76.98
　　,富甲里,"1,574",4,6,2,263,209,484,6,490,0,490,666,"1,156",42.39
　　,富甲里,"1,575",13,6,5,523,310,857,9,866,0,866,270,"1,136",76.23
　　,善美里,"1,576",10,8,6,466,343,833,9,842,0,842,305,"1,147",73.41
　　,善美里,"1,577",10,10,3,528,339,890,10,900,0,900,256,"1,156",77.85
　　,善美里,"1,578",7,4,2,556,386,955,8,963,1,964,412,"1,376",69.99
　　,善美里,"1,579",9,5,1,487,419,921,12,933,0,933,362,"1,295",72.05
　　,富榮里,"1,580",6,7,5,469,288,775,6,781,0,781,244,"1,025",76.20
　　,富榮里,"1,581",5,9,2,415,349,780,6,786,0,786,283,"1,069",73.53
　　,南和里,"1,582",11,9,1,566,379,966,15,981,0,981,332,"1,313",74.71
　　,南和里,"1,583",5,7,2,579,331,924,14,938,0,938,268,"1,206",77.78
　　,南成里,"1,584",9,5,5,828,469,"1,316",9,"1,325",0,"1,325",438,"1,763",75.16
　　,南成里,"1,585",16,6,3,501,280,806,9,815,0,815,257,"1,072",76.03
　　,南成里,"1,586",14,11,3,481,385,894,13,907,0,907,250,"1,157",78.39
　　,南成里,"1,587",4,9,5,461,312,791,8,799,0,799,246,"1,045",76.46
　　,南成里,"1,588",7,5,2,521,302,837,6,843,0,843,252,"1,095",76.99
　　,天興里,"1,589",8,6,2,494,293,803,9,812,0,812,294,"1,106",73.42
　　,天興里,"1,590",5,6,4,472,334,821,9,830,0,830,287,"1,117",74.31
　　,天興里,"1,591",16,8,1,503,331,859,11,870,0,870,256,"1,126",77.26
　　,大德里,"1,592",9,9,5,642,399,"1,064",10,"1,074",0,"1,074",319,"1,393",77.10
　　,大德里,"1,593",17,9,3,639,332,"1,000",15,"1,015",0,"1,015",274,"1,289",78.74
　　,大德里,"1,594",12,6,4,630,405,"1,057",9,"1,066",0,"1,066",280,"1,346",79.20
　　,五福里,"1,595",13,6,5,464,249,737,3,740,0,740,217,957,77.32
　　,五福里,"1,596",5,7,0,444,292,748,13,761,0,761,217,978,77.81
　　,五福里,"1,597",13,7,4,387,291,702,9,711,0,711,246,957,74.29
　　,福興里,"1,598",6,7,5,449,291,758,10,768,0,768,236,"1,004",76.49
　　,福興里,"1,599",9,5,4,463,339,820,14,834,0,834,246,"1,080",77.22
　　,福興里,"1,600",8,8,4,539,314,873,11,884,0,884,287,"1,171",75.49
　　,福興里,"1,601",7,3,4,496,319,829,16,845,0,845,281,"1,126",75.04
　　,福興里,"1,602",7,5,1,408,325,746,10,756,0,756,242,998,75.75
　　,福祥里,"1,603",8,8,8,635,308,967,11,978,0,978,314,"1,292",75.70
　　,福祥里,"1,604",3,11,3,593,335,945,15,960,0,960,290,"1,250",76.80
　　,福誠里,"1,605",9,9,5,465,350,838,7,845,0,845,241,"1,086",77.81
　　,福誠里,"1,606",10,3,2,466,315,796,12,808,0,808,233,"1,041",77.62
　　,福誠里,"1,607",8,6,8,475,219,716,3,719,0,719,186,905,79.45
