第8屆區域立法委員選舉臺北市第2選舉區候選人在各投開票所得票數一覽表,,,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投票所別,各候選人得票情形,,,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","發票率H
H=C÷G"
　　,福佳里,262,620,7,659,12,2,"1,300",19,"1,319",0,"1,319",348,"1,667",79.12
　　,福佳里,263,606,9,467,10,1,"1,093",19,"1,112",0,"1,112",312,"1,424",78.09
　　,福佳里,264,752,10,681,9,2,"1,454",21,"1,475",0,"1,475",326,"1,801",81.90
　　,後港里,265,657,7,665,11,1,"1,341",15,"1,356",0,"1,356",439,"1,795",75.54
　　,後港里,266,549,9,671,14,2,"1,245",12,"1,257",0,"1,257",422,"1,679",74.87
　　,後港里,267,682,5,628,13,2,"1,330",15,"1,345",0,"1,345",374,"1,719",78.24
　　,後港里,268,562,6,586,10,2,"1,166",9,"1,175",0,"1,175",330,"1,505",78.07
　　,福中里,269,709,9,720,9,3,"1,450",15,"1,465",0,"1,465",345,"1,810",80.94
　　,福中里,270,640,8,771,8,5,"1,432",12,"1,444",0,"1,444",407,"1,851",78.01
　　,福中里,271,675,7,764,7,1,"1,454",15,"1,469",0,"1,469",355,"1,824",80.54
　　,前港里,272,645,9,672,6,3,"1,335",11,"1,346",0,"1,346",380,"1,726",77.98
　　,前港里,273,766,11,842,7,1,"1,627",20,"1,647",0,"1,647",387,"2,034",80.97
　　,百齡里,274,540,14,624,6,4,"1,188",9,"1,197",1,"1,198",318,"1,516",78.96
　　,百齡里,275,556,12,570,9,1,"1,148",14,"1,162",0,"1,162",303,"1,465",79.32
　　,百齡里,276,529,5,568,5,1,"1,108",12,"1,120",0,"1,120",267,"1,387",80.75
　　,百齡里,277,597,6,659,8,0,"1,270",17,"1,287",0,"1,287",342,"1,629",79.01
　　,承德里,278,628,3,496,11,6,"1,144",8,"1,152",1,"1,153",354,"1,507",76.44
　　,承德里,279,645,6,549,9,1,"1,210",12,"1,222",0,"1,222",340,"1,562",78.23
　　,承德里,280,766,2,470,16,3,"1,257",24,"1,281",0,"1,281",376,"1,657",77.31
　　,福華里,281,527,9,399,5,4,944,16,960,0,960,355,"1,315",73.00
　　,福華里,282,364,8,417,6,0,795,15,810,0,810,237,"1,047",77.36
　　,福華里,283,586,8,452,7,3,"1,056",11,"1,067",0,"1,067",439,"1,506",70.85
　　,福華里,284,705,3,633,5,5,"1,351",16,"1,367",0,"1,367",375,"1,742",78.47
　　,明勝里,285,535,5,424,6,0,970,10,980,0,980,302,"1,282",76.44
　　,明勝里,286,541,5,533,6,1,"1,086",11,"1,097",0,"1,097",322,"1,419",77.31
　　,明勝里,287,500,9,595,2,1,"1,107",15,"1,122",0,"1,122",310,"1,432",78.35
　　,福順里,288,441,5,622,3,3,"1,074",9,"1,083",0,"1,083",313,"1,396",77.58
　　,福順里,289,454,5,564,3,7,"1,033",20,"1,053",0,"1,053",315,"1,368",76.97
　　,福順里,290,529,8,635,7,1,"1,180",13,"1,193",0,"1,193",300,"1,493",79.91
　　,富光里,291,561,8,690,14,2,"1,275",19,"1,294",1,"1,295",404,"1,699",76.16
　　,富光里,292,523,11,651,10,5,"1,200",19,"1,219",0,"1,219",327,"1,546",78.85
　　,富光里,293,584,14,668,8,2,"1,276",9,"1,285",0,"1,285",349,"1,634",78.64
　　,葫蘆里,294,574,4,687,6,3,"1,274",14,"1,288",0,"1,288",303,"1,591",80.96
　　,葫蘆里,295,437,10,720,7,1,"1,175",14,"1,189",0,"1,189",310,"1,499",79.32
　　,葫蘆里,296,656,6,505,6,0,"1,173",14,"1,187",0,"1,187",309,"1,496",79.34
　　,葫蘆里,297,821,6,459,6,4,"1,296",17,"1,313",0,"1,313",312,"1,625",80.80
　　,葫東里,298,550,10,611,14,2,"1,187",17,"1,204",0,"1,204",375,"1,579",76.25
　　,葫東里,299,508,6,769,10,6,"1,299",15,"1,314",0,"1,314",360,"1,674",78.49
　　,社子里,300,518,6,733,5,1,"1,263",11,"1,274",1,"1,275",402,"1,677",75.97
　　,社子里,301,616,7,657,4,3,"1,287",17,"1,304",0,"1,304",431,"1,735",75.16
　　,社子里,302,632,11,757,9,2,"1,411",24,"1,435",0,"1,435",463,"1,898",75.61
　　,社新里,303,546,14,697,12,3,"1,272",12,"1,284",0,"1,284",337,"1,621",79.21
　　,社新里,304,432,9,571,8,4,"1,024",14,"1,038",0,"1,038",320,"1,358",76.44
　　,社新里,305,500,10,571,3,3,"1,087",13,"1,100",2,"1,102",363,"1,465",75.09
　　,社新里,306,392,4,556,2,0,954,13,967,0,967,333,"1,300",74.38
　　,社新里,307,486,8,635,5,2,"1,136",9,"1,145",0,"1,145",290,"1,435",79.79
　　,社園里,308,458,6,682,4,3,"1,153",17,"1,170",0,"1,170",329,"1,499",78.05
　　,社園里,309,480,7,646,4,3,"1,140",22,"1,162",0,"1,162",290,"1,452",80.03
　　,社園里,310,448,7,672,5,0,"1,132",3,"1,135",2,"1,137",308,"1,445",78.55
　　,社園里,311,527,9,706,11,1,"1,254",15,"1,269",0,"1,269",328,"1,597",79.46
　　,永倫里,312,485,8,676,12,1,"1,182",15,"1,197",0,"1,197",353,"1,550",77.23
　　,永倫里,313,403,6,575,8,2,994,15,"1,009",0,"1,009",275,"1,284",78.58
　　,永倫里,314,597,6,660,3,1,"1,267",14,"1,281",0,"1,281",339,"1,620",79.07
　　,永倫里,315,490,11,703,8,2,"1,214",14,"1,228",0,"1,228",336,"1,564",78.52
　　,福安里,316,272,2,752,5,2,"1,033",14,"1,047",0,"1,047",280,"1,327",78.90
　　,福安里,317,260,10,723,1,0,994,18,"1,012",0,"1,012",306,"1,318",76.78
　　,福安里,318,336,6,693,5,3,"1,043",10,"1,053",0,"1,053",285,"1,338",78.70
　　,富洲里,319,382,7,783,3,2,"1,177",11,"1,188",0,"1,188",282,"1,470",80.82
　　,富洲里,320,389,2,708,6,2,"1,107",13,"1,120",1,"1,121",295,"1,416",79.10
　　,富洲里,321,534,9,880,5,3,"1,431",13,"1,444",0,"1,444",350,"1,794",80.49
　　,岩山里,322,569,5,352,19,1,946,10,956,0,956,331,"1,287",74.28
　　,岩山里,323,780,5,444,12,0,"1,241",14,"1,255",0,"1,255",346,"1,601",78.39
　　,名山里,324,669,3,546,9,1,"1,228",10,"1,238",0,"1,238",307,"1,545",80.13
　　,名山里,325,727,10,468,14,1,"1,220",19,"1,239",0,"1,239",300,"1,539",80.51
　　,名山里,326,654,9,389,14,1,"1,067",21,"1,088",0,"1,088",317,"1,405",77.44
　　,名山里,327,633,3,517,10,4,"1,167",16,"1,183",0,"1,183",310,"1,493",79.24
　　,聖山里,328,614,8,502,12,2,"1,138",12,"1,150",0,"1,150",292,"1,442",79.75
　　,聖山里,329,580,4,486,9,1,"1,080",7,"1,087",0,"1,087",304,"1,391",78.15
　　,聖山里,330,909,5,231,16,3,"1,164",10,"1,174",0,"1,174",258,"1,432",81.98
　　,芝山里,331,572,9,462,9,3,"1,055",13,"1,068",0,"1,068",320,"1,388",76.95
　　,芝山里,332,678,6,474,11,1,"1,170",9,"1,179",0,"1,179",325,"1,504",78.39
　　,芝山里,333,705,4,483,8,4,"1,204",13,"1,217",0,"1,217",306,"1,523",79.91
　　,芝山里,334,835,7,549,8,1,"1,400",9,"1,409",0,"1,409",387,"1,796",78.45
　　,東山里,335,780,4,357,6,3,"1,150",12,"1,162",0,"1,162",285,"1,447",80.30
　　,東山里,336,752,5,455,7,4,"1,223",11,"1,234",0,"1,234",365,"1,599",77.17
　　,東山里,337,679,4,376,9,1,"1,069",13,"1,082",0,"1,082",231,"1,313",82.41
　　,永福里,338,374,5,451,11,3,844,8,852,0,852,279,"1,131",75.33
　　,公館里,339,339,5,511,2,5,862,11,873,1,874,332,"1,206",72.39
　　,新安里,340,306,2,381,4,2,695,8,703,0,703,209,912,77.08
　　,新安里,341,299,2,348,7,0,656,5,661,0,661,209,870,75.98
　　,陽明里,342,268,2,428,7,2,707,5,712,0,712,225,937,75.99
　　,陽明里,343,367,9,289,17,0,682,10,692,0,692,224,916,75.55
　　,陽明里,344,376,2,208,3,0,589,15,604,0,604,207,811,74.48
　　,菁山里,345,208,4,203,0,0,415,6,421,0,421,131,552,76.27
　　,菁山里,346,326,5,312,3,1,647,8,655,0,655,200,855,76.61
　　,平等里,347,299,5,653,6,4,967,10,977,0,977,246,"1,223",79.89
　　,溪山里,348,379,6,503,3,2,893,10,903,0,903,325,"1,228",73.53
　　,翠山里,349,693,5,223,14,1,936,10,946,0,946,282,"1,228",77.04
　　,翠山里,350,685,2,169,17,2,875,16,891,0,891,311,"1,202",74.13
　　,臨溪里,351,614,14,402,12,6,"1,048",20,"1,068",0,"1,068",298,"1,366",78.18
　　,臨溪里,352,496,6,354,14,0,870,9,879,0,879,289,"1,168",75.26
　大同區,,,"35,575",444,"40,105",466,171,"76,761",976,"77,737",11,"77,748","22,685","100,433",77.40
　　,玉泉里,175,439,3,453,8,0,903,12,915,0,915,300,"1,215",75.31
　　,玉泉里,176,560,5,437,10,1,"1,013",8,"1,021",0,"1,021",295,"1,316",77.58
　　,建明里,177,462,8,519,8,1,998,13,"1,011",0,"1,011",296,"1,307",77.35
　　,建明里,178,526,8,577,5,0,"1,116",10,"1,126",0,"1,126",360,"1,486",75.77
　　,建功里,179,655,3,852,9,4,"1,523",17,"1,540",0,"1,540",419,"1,959",78.61
　　,建功里,180,746,4,620,7,3,"1,380",18,"1,398",0,"1,398",509,"1,907",73.31
　　,建泰里,181,616,10,705,7,0,"1,338",12,"1,350",0,"1,350",384,"1,734",77.85
　　,建泰里,182,431,7,561,9,1,"1,009",8,"1,017",0,"1,017",259,"1,276",79.70
　　,永樂里,183,535,6,634,8,3,"1,186",11,"1,197",0,"1,197",322,"1,519",78.80
　　,永樂里,184,506,5,571,10,1,"1,093",8,"1,101",0,"1,101",347,"1,448",76.04
　　,永樂里,185,504,5,655,9,8,"1,181",11,"1,192",0,"1,192",337,"1,529",77.96
　　,朝陽里,186,692,7,695,11,4,"1,409",19,"1,428",0,"1,428",495,"1,923",74.26
　　,朝陽里,187,525,9,656,8,6,"1,204",11,"1,215",0,"1,215",359,"1,574",77.19
　　,星明里,188,537,9,529,6,2,"1,083",19,"1,102",0,"1,102",330,"1,432",76.96
　　,星明里,189,570,7,548,8,4,"1,137",13,"1,150",0,"1,150",308,"1,458",78.88
　　,星明里,190,573,7,599,5,1,"1,185",15,"1,200",0,"1,200",346,"1,546",77.62
　　,光能里,191,487,5,548,3,4,"1,047",14,"1,061",0,"1,061",242,"1,303",81.43
　　,光能里,192,553,5,606,15,2,"1,181",13,"1,194",0,"1,194",257,"1,451",82.29
　　,光能里,193,469,8,555,6,3,"1,041",13,"1,054",0,"1,054",293,"1,347",78.25
　　,大有里,194,467,7,584,4,3,"1,065",9,"1,074",0,"1,074",301,"1,375",78.11
　　,大有里,195,486,6,508,7,0,"1,007",12,"1,019",0,"1,019",239,"1,258",81.00
　　,大有里,196,480,6,667,3,4,"1,160",20,"1,180",0,"1,180",271,"1,451",81.32
　　,延平里,197,408,1,423,5,3,840,14,854,1,855,264,"1,119",76.32
　　,延平里,198,459,9,364,2,1,835,11,846,0,846,259,"1,105",76.56
　　,延平里,199,435,5,412,7,3,862,14,876,0,876,294,"1,170",74.87
　　,雙連里,200,507,9,545,8,5,"1,074",29,"1,103",0,"1,103",327,"1,430",77.13
　　,雙連里,201,555,8,583,9,7,"1,162",14,"1,176",0,"1,176",356,"1,532",76.76
　　,雙連里,202,538,10,735,6,3,"1,292",21,"1,313",0,"1,313",349,"1,662",79.00
　　,雙連里,203,600,6,601,5,0,"1,212",17,"1,229",1,"1,230",396,"1,626",75.58
　　,雙連里,204,489,5,654,11,2,"1,161",9,"1,170",0,"1,170",300,"1,470",79.59
　　,南芳里,205,604,5,530,9,3,"1,151",12,"1,163",0,"1,163",359,"1,522",76.41
　　,南芳里,206,576,4,709,6,2,"1,297",21,"1,318",0,"1,318",347,"1,665",79.16
　　,民權里,207,476,4,481,3,5,969,23,992,0,992,277,"1,269",78.17
　　,民權里,208,397,8,474,3,4,886,12,898,0,898,270,"1,168",76.88
　　,民權里,209,515,5,459,11,1,991,16,"1,007",0,"1,007",288,"1,295",77.76
　　,民權里,210,518,4,374,8,2,906,16,922,0,922,236,"1,158",79.62
　　,景星里,211,457,15,463,8,1,944,13,957,0,957,341,"1,298",73.73
　　,景星里,212,353,5,435,3,0,796,10,806,0,806,254,"1,060",76.04
　　,隆和里,213,462,2,583,4,1,"1,052",20,"1,072",0,"1,072",368,"1,440",74.44
　　,隆和里,214,358,6,496,4,2,866,12,878,0,878,225,"1,103",79.60
　　,蓬萊里,215,504,6,536,11,3,"1,060",21,"1,081",0,"1,081",324,"1,405",76.94
　　,蓬萊里,216,413,8,500,2,3,926,7,933,0,933,264,"1,197",77.94
　　,蓬萊里,217,508,11,556,9,1,"1,085",10,"1,095",0,"1,095",291,"1,386",79.00
　　,國順里,218,344,4,529,3,0,880,7,887,0,887,239,"1,126",78.77
　　,國順里,219,457,11,527,4,1,"1,000",21,"1,021",0,"1,021",449,"1,470",69.46
　　,國慶里,220,615,6,785,6,1,"1,413",8,"1,421",0,"1,421",374,"1,795",79.16
　　,國慶里,221,648,6,659,5,2,"1,320",8,"1,328",7,"1,335",363,"1,698",78.21
　　,揚雅里,222,499,2,656,2,1,"1,160",19,"1,179",0,"1,179",289,"1,468",80.31
　　,揚雅里,223,497,13,574,2,5,"1,091",16,"1,107",0,"1,107","1,097","2,204",50.23
　　,斯文里,224,428,7,603,7,9,"1,054",19,"1,073",0,"1,073",397,"1,470",72.99
　　,斯文里,225,533,7,742,8,3,"1,293",15,"1,308",0,"1,308",377,"1,685",77.63
　　,斯文里,226,531,6,492,8,2,"1,039",15,"1,054",0,"1,054",237,"1,291",81.64
　　,鄰江里,227,633,6,781,6,3,"1,429",12,"1,441",0,"1,441",338,"1,779",81.00
　　,鄰江里,228,597,7,790,7,5,"1,406",20,"1,426",0,"1,426",363,"1,789",79.71
　　,鄰江里,229,575,10,781,13,1,"1,380",18,"1,398",1,"1,399",390,"1,789",78.14
　　,至聖里,230,523,12,638,6,1,"1,180",14,"1,194",1,"1,195",286,"1,481",80.62
　　,至聖里,231,593,4,671,7,6,"1,281",12,"1,293",0,"1,293",339,"1,632",79.23
　　,至聖里,232,559,7,636,4,3,"1,209",14,"1,223",0,"1,223",323,"1,546",79.11
　　,至聖里,233,569,3,680,7,1,"1,260",13,"1,273",0,"1,273",347,"1,620",78.58
　　,老師里,234,486,5,722,11,1,"1,225",11,"1,236",0,"1,236",353,"1,589",77.78
　　,老師里,235,597,5,696,5,3,"1,306",22,"1,328",0,"1,328",325,"1,653",80.34
　　,老師里,236,541,12,657,3,1,"1,214",14,"1,228",0,"1,228",359,"1,587",77.38
　　,重慶里,237,557,6,444,9,3,"1,019",16,"1,035",0,"1,035",291,"1,326",78.05
　　,重慶里,238,601,6,625,5,4,"1,241",11,"1,252",0,"1,252",266,"1,518",82.48
　　,重慶里,239,556,4,368,8,2,938,9,947,0,947,263,"1,210",78.26
　　,重慶里,240,528,4,524,16,2,"1,074",14,"1,088",0,"1,088",258,"1,346",80.83
　　,保安里,241,369,5,469,3,1,847,13,860,0,860,219,"1,079",79.70
　　,保安里,242,398,2,531,4,0,935,10,945,0,945,253,"1,198",78.88
　　,保安里,243,390,8,533,7,3,941,17,958,0,958,232,"1,190",80.50
